,msa,state,FIPS,GTCBSA,sex,q7_family_members,NO family,Family Available,age,Education,income_short,recage,racethn,weight
852,49340,Massachusetts,25027,49340,Male,6 up to 10,0,1,55,post_college_degree,100-150k,55-64,White~H,1.833333333
853,14460,Massachusetts,25023,14460,Female,6 up to 10,0,1,61,post_college_degree,100-150k,55-64,White~H,1.132075472
863,48300,Washington,53017,48300,Female,1 up to 5,0,1,84,lt_highschool,100-150k,65+,White~H,2.490566038
867,49420,Washington,53077,49420,Female,6 up to 10,0,1,35,college_degree,100-150k,35-44,White~H,4.333333333
868,44060,Washington,53063,44060,Female,More than 20,0,1,58,post_college_degree,100-150k,55-64,White~H,1.291666667
876,41860,California,06001,41860,Male,6 up to 10,0,1,48,post_college_degree,100-150k,45-54,White~H,2.571428571
878,41860,California,06001,41860,Female,1 up to 5,0,1,37,some_college,100-150k,35-44,Hispanic,4.523809524
880,41860,California,06001,41860,Female,None,1,0,43,some_college,100-150k,35-44,White~H,3.188679245
882,12420,Texas,48453,12420,Female,None,1,0,40,post_college_degree,100-150k,35-44,Other,6.071428571
884,12420,Texas,48491,12420,Male,6 up to 10,0,1,59,post_college_degree,100-150k,55-64,White~H,1.261904762
893,17140,Ohio,39165,17140,Male,6 up to 10,0,1,32,college_degree,100-150k,25-34,White~H,2.145833333
897,17140,Ohio,39025,17140,Male,More than 20,0,1,62,college_degree,100-150k,55-64,White~H,1.375
898,17140,Ohio,39165,17140,Male,1 up to 5,0,1,60,college_degree,100-150k,55-64,White~H,1.571428571
916,35620,New York,36059,35620,Male,6 up to 10,0,1,57,some_college,100-150k,55-64,White~H,3.333333333
925,27100,Michigan,26075,27100,Male,6 up to 10,0,1,43,some_college,100-150k,35-44,White~H,1.270833333
930,10580,New York,36001,10580,Female,6 up to 10,0,1,58,post_college_degree,100-150k,55-64,White~H,1.69047619
942,46060,Arizona,04019,46060,Female,6 up to 10,0,1,49,college_degree,100-150k,45-54,White~H,1.566037736
959,40900,California,06113,40900,Female,1 up to 5,0,1,67,post_college_degree,100-150k,65+,White~H,1
969,0,Virginia,51137,,Female,None,1,0,70,highschool,100-150k,65+,White~H,2.1875
970,47900,Virginia,51177,47900,Female,6 up to 10,0,1,24,some_college,100-150k,18-24,Other,4.25
972,0,Virginia,51171,,Female,None,1,0,56,post_college_degree,100-150k,55-64,White~H,1.166666667
977,13460,Oregon,41017,13460,Male,None,1,0,71,post_college_degree,100-150k,65+,White~H,1.238095238
992,23420,California,06019,23420,Female,1 up to 5,0,1,45,college_degree,100-150k,45-54,White~H,2.904761905
995,23420,California,06019,23420,Female,11 up to 20,0,1,51,some_college,100-150k,45-54,White~H,2.520833333
1005,33100,Florida,12099,33100,Male,None,1,0,64,post_college_degree,100-150k,55-64,White~H,1.625
1006,33100,Florida,12099,33100,Male,1 up to 5,0,1,69,some_college,100-150k,65+,White~H,1.238095238
1028,47900,Virginia,51510,47900,Female,None,1,0,62,post_college_degree,100-150k,55-64,White~H,2.020833333
1036,27620,Missouri,29051,27620,Female,1 up to 5,0,1,45,college_degree,100-150k,45-54,White~H,1.283018868
1056,40380,New York,36055,40380,Male,None,1,0,63,college_degree,100-150k,55-64,White~H,1.301886792
1068,40380,New York,36055,40380,Male,More than 20,0,1,58,college_degree,100-150k,55-64,White~H,1.301886792
1073,19820,Michigan,26099,19820,Male,11 up to 20,0,1,47,highschool,100-150k,45-54,White~H,2.541666667
1081,27140,Mississippi,28049,27140,Female,More than 20,0,1,40,college_degree,100-150k,35-44,Black~H,1.583333333
1086,38060,Arizona,04013,38060,Female,1 up to 5,0,1,35,college_degree,100-150k,35-44,White~H,1.603773585
1101,39660,South Dakota,46093,39660,Male,11 up to 20,0,1,46,college_degree,100-150k,45-54,White~H,1.404761905
1127,31540,Wisconsin,55025,31540,Male,1 up to 5,0,1,58,trade_school_hs,100-150k,55-64,White~H,1.645833333
1135,37980,New Jersey,34005,37980,Female,More than 20,0,1,47,college_degree,100-150k,45-54,White~H,1.604166667
1142,39740,Pennsylvania,42011,39740,Female,More than 20,0,1,40,post_college_degree,100-150k,35-44,White~H,4.547619048
1151,37980,Pennsylvania,42029,37980,Male,6 up to 10,0,1,61,college_degree,100-150k,55-64,White~H,1.132075472
1155,39740,Pennsylvania,42011,39740,Male,1 up to 5,0,1,45,highschool,100-150k,45-54,White~H,3
1170,18140,Ohio,39049,18140,Male,None,1,0,38,post_college_degree,100-150k,35-44,White~H,2.943396226
1196,14460,Massachusetts,25025,14460,Male,1 up to 5,0,1,30,college_degree,100-150k,25-34,Hispanic,1.595238095
1198,14460,Massachusetts,25021,14460,Male,None,1,0,64,post_college_degree,100-150k,55-64,White~H,1.301886792
1202,14460,Massachusetts,25017,14460,Female,1 up to 5,0,1,61,college_degree,100-150k,55-64,Hispanic,1.452380952
1204,14460,Massachusetts,25025,14460,Male,None,1,0,68,post_college_degree,100-150k,65+,White~H,1.30952381
1214,0,Illinois,17145,,Female,6 up to 10,0,1,55,post_college_degree,100-150k,55-64,White~H,1.095238095
1225,41740,California,06073,41740,Female,None,1,0,54,highschool,100-150k,45-54,White~H,3.264150943
1254,16980,Illinois,17089,16980,Male,11 up to 20,0,1,56,some_college,100-150k,55-64,White~H,1.0625
1259,16980,Illinois,17037,16980,Male,6 up to 10,0,1,52,post_college_degree,100-150k,45-54,White~H,1
1262,16980,Illinois,17043,16980,Female,11 up to 20,0,1,55,college_degree,100-150k,55-64,White~H,1.716981132
1268,35620,New York,36103,35620,Female,1 up to 5,0,1,53,college_degree,100-150k,45-54,White~H,2.9375
1278,41180,Missouri,29113,41180,Male,1 up to 5,0,1,54,some_college,100-150k,45-54,White~H,1.41509434
1291,0,Iowa,19033,32380,Female,6 up to 10,0,1,36,college_degree,100-150k,35-44,White~H,1.641509434
1297,41860,California,06001,41860,Male,1 up to 5,0,1,47,post_college_degree,100-150k,45-54,Black~H,2.0625
1300,33460,Minnesota,27037,33460,Male,6 up to 10,0,1,40,post_college_degree,100-150k,35-44,White~H,1.166666667
1306,33460,Minnesota,27003,33460,Female,1 up to 5,0,1,47,college_degree,100-150k,45-54,White~H,2.104166667
1314,12540,California,06029,12540,Female,11 up to 20,0,1,51,trade_school_hs,100-150k,45-54,Hispanic,4.19047619
1338,0,North Dakota,38095,,Male,11 up to 20,0,1,51,some_college,100-150k,45-54,White~H,1.962264151
1343,29820,Nevada,32003,29820,Male,6 up to 10,0,1,53,lt_highschool,100-150k,45-54,Hispanic,2.811320755
1345,29820,Nevada,32003,29820,Male,1 up to 5,0,1,55,college_degree,100-150k,55-64,White~H,1.738095238
1346,29820,Nevada,32003,29820,Male,None,1,0,56,college_degree,100-150k,55-64,White~H,1.132075472
1347,29820,Nevada,32003,29820,Male,More than 20,0,1,42,some_college,100-150k,35-44,White~H,3.270833333
1349,29820,Nevada,32003,29820,Male,None,1,0,50,highschool,100-150k,45-54,White~H,3
1351,29820,Nevada,32003,29820,Female,None,1,0,59,college_degree,100-150k,55-64,White~H,1.571428571
1353,29820,Nevada,32003,29820,Male,1 up to 5,0,1,38,post_college_degree,100-150k,35-44,White~H,3.666666667
1366,47900,Virginia,51107,47900,Female,None,1,0,34,college_degree,100-150k,25-34,White~H,3.714285714
1370,47900,Virginia,51059,47900,Male,More than 20,0,1,57,highschool,100-150k,55-64,White~H,4.979166667
1374,0,North Carolina,37097,16740,Female,1 up to 5,0,1,43,post_college_degree,100-150k,35-44,White~H,3.071428571
1443,31100,California,06059,31080,Male,1 up to 5,0,1,58,lt_highschool,100-150k,55-64,White~H,5.5
1456,0,New York,36013,27460,Male,1 up to 5,0,1,66,post_college_degree,100-150k,65+,White~H,1
1474,29540,Pennsylvania,42071,29540,Female,None,1,0,46,college_degree,100-150k,45-54,White~H,1.41509434
1475,25420,Pennsylvania,42043,25420,Male,1 up to 5,0,1,71,post_college_degree,100-150k,65+,Black~H,1.25
1527,45300,Florida,12101,45300,Female,6 up to 10,0,1,45,some_college,100-150k,45-54,White~H,1.283018868
1529,35620,New Jersey,34023,35620,Female,11 up to 20,0,1,50,college_degree,100-150k,45-54,White~H,4.104166667
1537,35620,New Jersey,34025,35620,Female,6 up to 10,0,1,69,post_college_degree,100-150k,65+,Black~H,1.924528302
1545,33780,Michigan,26115,33780,Female,6 up to 10,0,1,44,highschool,100-150k,35-44,White~H,3.452830189
1549,18140,Ohio,39089,18140,Male,More than 20,0,1,20,highschool,100-150k,18-24,White~H,2.523809524
1573,47260,Virginia,51810,47260,Female,None,1,0,48,highschool,100-150k,45-54,White~H,5.5
1576,41740,California,06083,42200,Male,None,1,0,18,some_college,100-150k,18-24,Hispanic,4.785714286
1578,41740,California,06073,41740,Female,1 up to 5,0,1,49,college_degree,100-150k,45-54,White~H,3.083333333
1609,12060,Georgia,13135,12060,Male,1 up to 5,0,1,65,college_degree,100-150k,65+,White~H,1.150943396
1612,12060,Georgia,13151,12060,Male,More than 20,0,1,41,highschool,100-150k,35-44,Black~H,3.023809524
1648,14460,Massachusetts,25023,14460,Female,1 up to 5,0,1,57,some_college,100-150k,55-64,White~H,1.604166667
1654,14460,Massachusetts,25017,14460,Male,1 up to 5,0,1,50,college_degree,100-150k,45-54,Hispanic,2.416666667
1681,36260,Utah,49011,36260,Female,11 up to 20,0,1,52,some_college,100-150k,45-54,White~H,3.380952381
1683,0,Vermont,50005,,Male,11 up to 20,0,1,42,college_degree,100-150k,35-44,White~H,2.041666667
1687,16740,South Carolina,45091,16740,Female,None,1,0,42,college_degree,100-150k,35-44,White~H,3.071428571
1705,40060,Virginia,51087,40060,Male,More than 20,0,1,59,some_college,100-150k,55-64,White~H,2.619047619
1722,31180,Texas,48303,31180,Female,None,1,0,65,some_college,100-150k,65+,Hispanic,1.142857143
1732,31140,Indiana,18019,31140,Male,1 up to 5,0,1,46,some_college,100-150k,45-54,White~H,2.229166667
1737,21780,Indiana,18173,21780,Female,6 up to 10,0,1,44,college_degree,100-150k,35-44,White~H,2.857142857
1751,44300,Pennsylvania,42027,44300,Female,1 up to 5,0,1,52,post_college_degree,100-150k,45-54,White~H,1.433962264
1765,16980,Illinois,17111,16980,Male,None,1,0,37,post_college_degree,100-150k,35-44,White~H,1.754716981
1766,16980,Illinois,17111,16980,Male,1 up to 5,0,1,53,college_degree,100-150k,45-54,White~H,1.264150943
1773,0,Illinois,17195,44580,Female,6 up to 10,0,1,39,college_degree,100-150k,35-44,White~H,2.928571429
1796,19100,Texas,48439,19100,Male,11 up to 20,0,1,53,some_college,100-150k,45-54,White~H,2.857142857
1804,19100,Texas,48439,19100,Female,More than 20,0,1,24,highschool,100-150k,18-24,Hispanic,2.5625
1812,31100,California,06037,31080,Female,6 up to 10,0,1,45,some_college,100-150k,45-54,Hispanic,2.528301887
1815,0,North Carolina,37099,19000,Female,None,1,0,57,post_college_degree,100-150k,55-64,White~H,1.041666667
1819,11700,North Carolina,37021,11700,Female,1 up to 5,0,1,58,some_college,100-150k,55-64,White~H,1.58490566
1827,41700,Texas,48013,41700,Female,More than 20,0,1,59,highschool,100-150k,55-64,Hispanic,3.285714286
1830,0,Texas,48453,12420,Female,1 up to 5,0,1,,post_college_degree,100-150k,,White~H,2.083333333
1832,0,Texas,48171,23240,Female,6 up to 10,0,1,66,post_college_degree,100-150k,65+,White~H,1.023809524
1838,41500,California,06053,41500,Male,1 up to 5,0,1,,college_degree,100-150k,,White~H,1.641509434
1843,26420,Texas,48201,26420,Female,11 up to 20,0,1,19,some_college,100-150k,18-24,White~H,2.320754717
1858,35620,New York,36087,35620,Female,None,1,0,20,some_college,100-150k,18-24,White~H,2.583333333
1859,39100,New York,36071,35620,Female,None,1,0,33,post_college_degree,100-150k,25-34,White~H,4.19047619
1872,37460,Florida,12005,37460,Male,6 up to 10,0,1,50,post_college_degree,100-150k,45-54,White~H,1.476190476
1884,45220,Florida,12073,45220,Female,11 up to 20,0,1,46,highschool,100-150k,45-54,White~H,4.214285714
1900,25540,Connecticut,09003,25540,Male,6 up to 10,0,1,35,college_degree,100-150k,35-44,White~H,1.604166667
1902,35980,Connecticut,09011,35980,Male,None,1,0,40,post_college_degree,100-150k,35-44,White~H,3.142857143
1926,11340,South Carolina,45007,24860,Male,11 up to 20,0,1,39,some_college,100-150k,35-44,White~H,3.238095238
1930,28940,Tennessee,47009,28940,Female,6 up to 10,0,1,76,college_degree,100-150k,65+,Hispanic,1.19047619
1941,28940,Tennessee,47009,28940,Female,More than 20,0,1,37,college_degree,100-150k,35-44,White~H,1.041666667
1981,27260,Florida,12019,27260,Male,None,1,0,47,some_college,100-150k,45-54,White~H,1.5
1982,27260,Florida,12109,27260,Male,None,1,0,77,post_college_degree,100-150k,65+,White~H,1
1984,27260,Florida,12019,27260,Female,None,1,0,44,some_college,100-150k,35-44,White~H,2.714285714
2089,39580,North Carolina,37183,39580,Male,More than 20,0,1,42,highschool,100-150k,35-44,White~H,2.785714286
2090,39580,North Carolina,37183,39580,Female,11 up to 20,0,1,43,some_college,100-150k,35-44,White~H,3.571428571
2091,20500,North Carolina,37063,20500,Female,1 up to 5,0,1,24,college_degree,100-150k,18-24,White~H,1.754716981
2097,20500,North Carolina,37135,20500,Male,1 up to 5,0,1,53,college_degree,100-150k,45-54,White~H,1.476190476
2129,0,Tennessee,47031,46100,Female,1 up to 5,0,1,56,highschool,100-150k,55-64,White~H,2.943396226
2141,26420,Texas,48407,,Male,1 up to 5,0,1,19,some_college,100-150k,18-24,White~H,2.020833333
2150,44220,Ohio,39023,44220,Female,More than 20,0,1,60,post_college_degree,100-150k,55-64,White~H,1.404761905
2151,18140,Ohio,39159,18140,Male,None,1,0,40,highschool,100-150k,35-44,White~H,2.754716981
2154,19380,Ohio,39113,19380,Male,6 up to 10,0,1,52,highschool,100-150k,45-54,White~H,2.69047619
2156,19100,Texas,48121,19100,Male,1 up to 5,0,1,50,college_degree,100-150k,45-54,White~H,1.952380952
2162,39460,Florida,12015,39460,Male,1 up to 5,0,1,41,college_degree,100-150k,35-44,White~H,1.791666667
2168,31100,California,06059,31080,Male,1 up to 5,0,1,41,college_degree,100-150k,35-44,White~H,3.226415094
2178,40140,California,06065,40140,Female,1 up to 5,0,1,51,some_college,100-150k,45-54,Black~H,1.377358491
2182,33460,Minnesota,27053,33460,Female,None,1,0,48,post_college_degree,100-150k,45-54,White~H,2.132075472
2187,33100,Florida,12011,33100,Male,6 up to 10,0,1,32,college_degree,100-150k,25-34,White~H,1.479166667
2219,19100,Texas,48113,19100,Female,1 up to 5,0,1,48,some_college,100-150k,45-54,White~H,2.666666667
2220,19100,Tennessee,47187,34980,Male,None,1,0,19,some_college,100-150k,18-24,White~H,2.928571429
2221,19100,Texas,48085,19100,Male,11 up to 20,0,1,55,post_college_degree,100-150k,55-64,White~H,1.666666667
2239,49340,New Hampshire,33011,31700,Female,More than 20,0,1,20,post_college_degree,100-150k,18-24,White~H,2.604166667
2251,26380,Louisiana,22109,26380,Male,More than 20,0,1,27,highschool,100-150k,25-34,White~H,2.166666667
7,47900,Maryland,24033,47900,Female,1 up to 5,0,1,47,post_college_degree,150k+,45-54,Black~H,1.8125
8,47900,Virginia,51600,47900,Male,1 up to 5,0,1,25,some_college,150k+,25-34,Other,6.071428571
16,14860,Connecticut,09001,14860,Male,More than 20,0,1,41,post_college_degree,150k+,35-44,White~H,2.245283019
17,0,Mississippi,28071,37060,Female,None,1,0,21,some_college,150k+,18-24,White~H,2.264150943
37,42660,Washington,53033,42660,Male,None,1,0,45,college_degree,150k+,45-54,Black~H,1.642857143
67,44700,Minnesota,27141,33460,Female,11 up to 20,0,1,50,post_college_degree,150k+,45-54,Other,3.083333333
72,41700,Texas,48029,41700,Female,1 up to 5,0,1,64,post_college_degree,150k+,55-64,White~H,1.270833333
81,35620,New York,36061,35620,Female,1 up to 5,0,1,66,post_college_degree,150k+,65+,White~H,2.458333333
90,19100,Texas,48113,19100,Female,None,1,0,42,some_college,150k+,35-44,White~H,2.5
110,37980,Pennsylvania,42101,37980,Male,1 up to 5,0,1,36,post_college_degree,150k+,35-44,White~H,3.380952381
121,0,Illinois,17137,27300,Female,11 up to 20,0,1,39,college_degree,150k+,35-44,White~H,2.928571429
170,19820,Michigan,26125,19820,Male,None,1,0,37,post_college_degree,150k+,35-44,Other,4.0625
175,19820,Michigan,26125,19820,Male,1 up to 5,0,1,50,post_college_degree,150k+,45-54,Other,3.056603774
178,19820,Michigan,26125,19820,Male,1 up to 5,0,1,57,some_college,150k+,55-64,Black~H,1.679245283
198,0,Virginia,51121,13980,Male,1 up to 5,0,1,53,post_college_degree,150k+,45-54,White~H,1
201,42660,Washington,53033,42660,Female,1 up to 5,0,1,48,college_degree,150k+,45-54,White~H,1.396226415
208,47380,Texas,48309,47380,Female,1 up to 5,0,1,65,college_degree,150k+,65+,White~H,1
214,23460,Alabama,01055,23460,Female,None,1,0,44,some_college,150k+,35-44,White~H,2
237,39540,Wisconsin,55101,39540,Female,1 up to 5,0,1,52,post_college_degree,150k+,45-54,White~H,1.208333333
252,12980,Michigan,26025,12980,Male,1 up to 5,0,1,74,college_degree,150k+,65+,White~H,1
254,35660,Michigan,26021,35660,Female,None,1,0,51,post_college_degree,150k+,45-54,White~H,1.283018868
301,47900,Maryland,24033,47900,Female,6 up to 10,0,1,,college_degree,150k+,,Black~H,1.833333333
302,47900,Maryland,24021,47900,Male,6 up to 10,0,1,58,highschool,150k+,55-64,White~H,2.679245283
328,19740,Colorado,08031,19740,Male,None,1,0,58,post_college_degree,150k+,55-64,White~H,2.476190476
352,33100,Maryland,24031,47900,Male,6 up to 10,0,1,32,post_college_degree,150k+,25-34,White~H,2.245283019
369,37900,Illinois,17179,37900,Female,6 up to 10,0,1,47,highschool,150k+,45-54,White~H,2.976190476
383,41180,Missouri,29099,41180,Female,1 up to 5,0,1,57,highschool,150k+,55-64,White~H,1.979166667
394,41180,Missouri,29189,41180,Male,None,1,0,52,post_college_degree,150k+,45-54,Hispanic,3.166666667
407,45060,New York,36075,45060,Male,1 up to 5,0,1,50,post_college_degree,150k+,45-54,White~H,1.666666667
410,48620,Kansas,20173,48620,Female,More than 20,0,1,79,some_college,150k+,65+,White~H,1.071428571
416,26900,Indiana,18059,26900,Female,11 up to 20,0,1,53,post_college_degree,150k+,45-54,White~H,1.583333333
472,15940,Ohio,39151,15940,Female,1 up to 5,0,1,74,college_degree,150k+,65+,White~H,1
490,24660,North Carolina,37081,24660,Female,6 up to 10,0,1,46,highschool,150k+,45-54,White~H,5.5
524,38900,Washington,53011,38900,Male,1 up to 5,0,1,50,post_college_degree,150k+,45-54,White~H,1.738095238
534,14740,Washington,53035,14740,Female,11 up to 20,0,1,42,college_degree,150k+,35-44,White~H,3.020833333
536,36500,Washington,53067,36500,Female,11 up to 20,0,1,63,college_degree,150k+,55-64,White~H,1.125
546,19660,Florida,12127,19660,Male,None,1,0,36,highschool,150k+,35-44,White~H,3.471698113
559,30700,Nebraska,31109,30700,Female,1 up to 5,0,1,23,some_college,150k+,18-24,White~H,1.339622642
565,36540,Nebraska,31055,36540,Female,None,1,0,38,college_degree,150k+,35-44,White~H,2.320754717
576,12060,Georgia,13057,12060,Male,1 up to 5,0,1,48,post_college_degree,150k+,45-54,White~H,1.261904762
619,36740,Florida,12095,36740,Male,1 up to 5,0,1,38,college_degree,150k+,35-44,White~H,1.416666667
622,41940,California,06085,41940,Female,None,1,0,59,college_degree,150k+,55-64,White~H,1.791666667
628,41940,California,06085,41940,Male,1 up to 5,0,1,48,college_degree,150k+,45-54,White~H,1.603773585
638,12580,Maryland,24005,12580,Male,1 up to 5,0,1,53,post_college_degree,150k+,45-54,White~H,1.857142857
639,12580,Maryland,24510,12580,Male,6 up to 10,0,1,47,college_degree,150k+,45-54,White~H,1.698113208
651,12580,Maryland,24025,12580,Female,1 up to 5,0,1,26,college_degree,150k+,25-34,White~H,3.714285714
665,44140,Massachusetts,25015,44140,Male,None,1,0,65,post_college_degree,150k+,65+,White~H,1
667,44140,Massachusetts,25013,44140,Male,11 up to 20,0,1,77,college_degree,150k+,65+,White~H,1.214285714
679,41860,California,06097,42220,Male,6 up to 10,0,1,49,college_degree,150k+,45-54,White~H,1.018867925
711,42660,Washington,53061,42660,Male,1 up to 5,0,1,46,some_college,150k+,45-54,White~H,1.943396226
712,42660,Washington,53033,42660,Male,None,1,0,30,post_college_degree,150k+,25-34,White~H,2.641509434
714,42660,Washington,53061,42660,Male,None,1,0,37,highschool,150k+,35-44,White~H,2.904761905
