,msa,state,FIPS,GTCBSA,sex,q7_family_members,NO family,Family Available,age,Education,income_short,recage,racethn,weight
2027,28140,Kansas,20091,28140,Female,11 up to 20,0,1,26,college_degree,150k+,25-34,White~H,4.19047619
2031,28140,Kansas,20091,28140,Female,1 up to 5,0,1,20,some_college,150k+,18-24,White~H,1.9375
2036,35620,New York,36119,35620,Male,1 up to 5,0,1,57,post_college_degree,150k+,55-64,White~H,2.666666667
2039,35620,New York,36119,35620,Female,6 up to 10,0,1,37,post_college_degree,150k+,35-44,White~H,3.754716981
2049,40900,California,06077,44700,Male,More than 20,0,1,28,highschool,150k+,25-34,Hispanic,2.396226415
2051,40900,California,06061,40900,Male,6 up to 10,0,1,55,college_degree,150k+,55-64,White~H,1.738095238
2052,40900,California,06067,40900,Male,More than 20,0,1,60,post_college_degree,150k+,55-64,White~H,2.19047619
2053,40900,California,06067,40900,Female,More than 20,0,1,45,trade_school_hs,150k+,45-54,White~H,3.773584906
2057,35620,New Jersey,34013,35620,Male,None,1,0,41,post_college_degree,150k+,35-44,Black~H,3.214285714
2058,35620,New York,36061,35620,Female,None,1,0,28,college_degree,150k+,25-34,White~H,4.833333333
2059,35620,Illinois,17031,16980,Male,None,1,0,18,highschool,150k+,18-24,Other,4.716981132
2062,35620,New York,36085,35620,Male,1 up to 5,0,1,58,post_college_degree,150k+,55-64,Other,1.904761905
2063,35620,New York,36085,35620,Male,6 up to 10,0,1,39,some_college,150k+,35-44,White~H,5.5
2067,46140,Oklahoma,40131,46140,Male,None,1,0,36,college_degree,150k+,35-44,White~H,1.791666667
2070,46140,Oklahoma,40143,46140,Male,6 up to 10,0,1,50,lt_highschool,150k+,45-54,White~H,4.698113208
2073,46140,Oklahoma,40143,46140,Male,None,1,0,43,college_degree,150k+,35-44,White~H,2.245283019
2075,46140,Oklahoma,40143,46140,Male,6 up to 10,0,1,69,post_college_degree,150k+,65+,White~H,1.119047619
2082,20500,North Carolina,37063,20500,Female,More than 20,0,1,55,post_college_degree,150k+,55-64,Black~H,1
2084,0,North Carolina,37077,37080,Female,More than 20,0,1,39,highschool,150k+,35-44,White~H,2.354166667
2098,20500,North Carolina,37135,20500,Male,1 up to 5,0,1,40,post_college_degree,150k+,35-44,White~H,1.981132075
2101,24580,Wisconsin,55009,24580,Male,1 up to 5,0,1,48,post_college_degree,150k+,45-54,White~H,1.80952381
2105,0,Wisconsin,55029,,Female,None,1,0,52,post_college_degree,150k+,45-54,White~H,1.583333333
2146,0,Ohio,39027,48940,Male,More than 20,0,1,40,college_degree,150k+,35-44,White~H,1.520833333
2167,31100,California,06059,31080,Male,1 up to 5,0,1,32,college_degree,150k+,25-34,White~H,4.645833333
2180,33460,Minnesota,27037,33460,Female,11 up to 20,0,1,52,post_college_degree,150k+,45-54,White~H,1.208333333
2186,33460,Minnesota,27053,33460,Male,None,1,0,43,some_college,150k+,35-44,White~H,4.354166667
2190,33100,Florida,12011,33100,Male,1 up to 5,0,1,50,post_college_degree,150k+,45-54,White~H,2.479166667
2218,19100,Texas,48113,19100,Male,6 up to 10,0,1,60,college_degree,150k+,55-64,White~H,1.905660377
2235,35620,New Jersey,34027,35620,Male,1 up to 5,0,1,18,lt_highschool,150k+,18-24,White~H,4.41509434
2247,35380,Louisiana,22103,35380,Male,More than 20,0,1,22,trade_school_hs,150k+,18-24,Hispanic,2.875
2,35620,New Jersey,34017,35620,Female,6 up to 10,0,1,50,some_college,20-30k,45-54,Black~H,4.094339623
10,35300,Connecticut,09009,35300,Female,None,1,0,81,,20-30k,65+,White~H,1.571428571
13,35300,Connecticut,09009,35300,Male,6 up to 10,0,1,70,some_college,20-30k,65+,Hispanic,1.928571429
20,46220,Alabama,01125,46220,Female,More than 20,0,1,44,highschool,20-30k,35-44,Black~H,5.047619048
45,38860,Maine,23031,38860,Female,More than 20,0,1,18,some_college,20-30k,18-24,White~H,3.375
53,38860,Maine,23005,38860,Male,1 up to 5,0,1,75,post_college_degree,20-30k,65+,White~H,1.214285714
64,32900,California,06047,32900,Female,1 up to 5,0,1,27,college_degree,20-30k,25-34,Hispanic,2.476190476
95,19100,Texas,48113,19100,Male,11 up to 20,0,1,18,highschool,20-30k,18-24,Black~H,3.619047619
118,17460,Ohio,39035,17460,Female,1 up to 5,0,1,78,highschool,20-30k,65+,White~H,3.433962264
132,0,Minnesota,27111,22260,Female,1 up to 5,0,1,53,college_degree,20-30k,45-54,White~H,1.433962264
148,25060,Mississippi,28059,25060,Male,1 up to 5,0,1,47,highschool,20-30k,45-54,White~H,3.8125
160,34940,Florida,12021,34940,Male,1 up to 5,0,1,71,college_degree,20-30k,65+,White~H,1
166,0,Maryland,24031,47900,Male,1 up to 5,0,1,26,some_college,20-30k,25-34,Black~H,2.320754717
180,19820,Ohio,39007,11780,Female,11 up to 20,0,1,18,some_college,20-30k,18-24,White~H,3.095238095
181,19820,Indiana,18141,43780,Male,1 up to 5,0,1,36,post_college_degree,20-30k,35-44,White~H,2.041666667
210,26620,Alabama,01089,26620,Female,More than 20,0,1,40,highschool,20-30k,35-44,Black~H,4.716981132
211,0,Alabama,01059,,Female,11 up to 20,0,1,44,some_college,20-30k,35-44,White~H,2.020833333
215,0,Alabama,01027,,Female,1 up to 5,0,1,26,some_college,20-30k,25-34,White~H,2.226415094
217,23460,Alabama,01055,23460,Female,1 up to 5,0,1,84,highschool,20-30k,65+,White~H,2.761904762
224,0,Indiana,18087,,Male,6 up to 10,0,1,49,highschool,20-30k,45-54,White~H,2.19047619
247,37980,Pennsylvania,42101,37980,Female,6 up to 10,0,1,36,some_college,20-30k,35-44,Black~H,1.583333333
265,0,Missouri,29207,,Female,1 up to 5,0,1,42,highschool,20-30k,35-44,White~H,4.145833333
268,0,Kentucky,21107,31580,Female,1 up to 5,0,1,75,lt_highschool,20-30k,65+,White~H,2.738095238
273,0,Virginia,51185,14140,Male,More than 20,0,1,57,some_college,20-30k,55-64,Other,1.458333333
281,26420,Texas,48157,26420,Female,11 up to 20,0,1,41,some_college,20-30k,35-44,Black~H,2.811320755
290,47900,Maryland,24033,47900,Male,11 up to 20,0,1,25,college_degree,20-30k,25-34,Black~H,1.104166667
307,37980,Delaware,10003,37980,Male,1 up to 5,0,1,27,college_degree,20-30k,25-34,Other,2.333333333
319,19740,Colorado,08013,14500,Female,None,1,0,65,college_degree,20-30k,65+,White~H,1.875
330,19740,Colorado,08059,19740,Male,None,1,0,26,college_degree,20-30k,25-34,White~H,3.1875
332,0,West Virginia,54081,13220,Male,6 up to 10,0,1,35,highschool,20-30k,35-44,White~H,4.119047619
333,16620,West Virginia,54005,16620,Male,1 up to 5,0,1,55,highschool,20-30k,55-64,White~H,2.583333333
338,26580,West Virginia,54011,26580,Female,11 up to 20,0,1,66,college_degree,20-30k,65+,White~H,1
343,16620,West Virginia,54039,16620,Female,1 up to 5,0,1,73,highschool,20-30k,65+,White~H,2.5
349,33100,Florida,12086,33100,Female,6 up to 10,0,1,25,highschool,20-30k,25-34,Black~H,2.904761905
351,33100,Florida,12086,33100,Male,None,1,0,40,lt_highschool,20-30k,35-44,Hispanic,4.716981132
360,0,Nebraska,31019,28260,Female,6 up to 10,0,1,24,lt_highschool,20-30k,18-24,White~H,6.071428571
368,37900,Illinois,17203,37900,Male,1 up to 5,0,1,59,highschool,20-30k,55-64,White~H,2.226415094
391,41180,Missouri,29189,41180,Male,None,1,0,28,college_degree,20-30k,25-34,White~H,1.770833333
392,41180,Missouri,29189,41180,Female,6 up to 10,0,1,73,some_college,20-30k,65+,White~H,1.875
398,46540,New York,36065,46540,Female,More than 20,0,1,73,some_college,20-30k,65+,White~H,1.291666667
401,45060,New York,36067,45060,Female,6 up to 10,0,1,20,some_college,20-30k,18-24,White~H,6.071428571
421,26900,Indiana,18097,26900,Male,1 up to 5,0,1,32,some_college,20-30k,25-34,White~H,6.071428571
430,43340,Louisiana,22017,43340,Female,1 up to 5,0,1,61,some_college,20-30k,55-64,Black~H,1.142857143
446,0,Minnesota,27095,33460,Male,6 up to 10,0,1,67,highschool,20-30k,65+,White~H,2.377358491
449,36740,Florida,12097,36740,Female,1 up to 5,0,1,26,some_college,20-30k,25-34,Hispanic,4.238095238
457,31100,California,06037,31080,Female,None,1,0,46,lt_highschool,20-30k,45-54,Hispanic,4.928571429
458,10180,Texas,48399,,Male,More than 20,0,1,20,highschool,20-30k,18-24,Hispanic,1.604166667
463,0,Ohio,39029,41400,Male,More than 20,0,1,19,highschool,20-30k,18-24,White~H,1.479166667
466,15940,Ohio,39151,15940,Female,6 up to 10,0,1,72,highschool,20-30k,65+,White~H,2.833333333
489,0,North Carolina,37057,49180,Male,More than 20,0,1,46,highschool,20-30k,45-54,Black~H,2.476190476
493,24660,North Carolina,37081,24660,Female,1 up to 5,0,1,,highschool,20-30k,,White~H,2.6875
498,29180,Louisiana,22099,29180,Female,1 up to 5,0,1,33,some_college,20-30k,25-34,Black~H,1.333333333
510,0,Florida,12029,,Male,11 up to 20,0,1,23,highschool,20-30k,18-24,White~H,3
511,36100,Florida,12001,23540,Male,1 up to 5,0,1,21,some_college,20-30k,18-24,Other,2.660377358
518,27260,Florida,12019,27260,Female,1 up to 5,0,1,69,some_college,20-30k,65+,White~H,1.145833333
532,42660,Washington,53061,42660,Female,1 up to 5,0,1,97 or older,some_college,20-30k,65+,White~H,1.214285714
547,19660,Florida,12127,19660,Female,1 up to 5,0,1,56,some_college,20-30k,55-64,White~H,1.58490566
550,39300,Rhode Island,44007,39300,Male,1 up to 5,0,1,46,lt_highschool,20-30k,45-54,Hispanic,5.0625
561,0,Nebraska,31011,,Female,1 up to 5,0,1,64,some_college,20-30k,55-64,White~H,1.023809524
571,12060,Georgia,13121,12060,Male,None,1,0,51,trade_school_hs,20-30k,45-54,Black~H,3.41509434
594,36420,Oklahoma,40027,36420,Male,11 up to 20,0,1,82,lt_highschool,20-30k,65+,White~H,3.528301887
602,0,South Dakota,46099,43620,Male,None,1,0,38,some_college,20-30k,35-44,White~H,2.698113208
618,36740,Florida,12095,36740,Female,None,1,0,59,highschool,20-30k,55-64,Hispanic,1.773584906
629,26420,Texas,48167,26420,Male,1 up to 5,0,1,57,highschool,20-30k,55-64,White~H,3.5
636,12580,Maryland,24510,12580,Male,1 up to 5,0,1,46,some_college,20-30k,45-54,White~H,2.698113208
652,38300,Pennsylvania,42003,38300,Female,1 up to 5,0,1,30,some_college,20-30k,25-34,Black~H,2.811320755
655,38300,Pennsylvania,42003,38300,Male,11 up to 20,0,1,78,highschool,20-30k,65+,White~H,3.3125
683,0,Missouri,29169,22780,Female,6 up to 10,0,1,20,lt_highschool,20-30k,18-24,Hispanic,4.3125
707,42660,Washington,53061,42660,Female,1 up to 5,0,1,60,highschool,20-30k,55-64,White~H,2.905660377
725,0,Virginia,51025,,Female,6 up to 10,0,1,81,some_college,20-30k,65+,White~H,1
735,17460,Ohio,39085,17460,Male,6 up to 10,0,1,83,lt_highschool,20-30k,65+,White~H,4.738095238
749,37980,Delaware,10005,41540,Male,6 up to 10,0,1,55,post_college_degree,20-30k,55-64,White~H,1
761,22220,Arkansas,05143,22220,Female,6 up to 10,0,1,,post_college_degree,20-30k,,White~H,1.735849057
764,22220,Arkansas,05143,22220,Female,11 up to 20,0,1,71,highschool,20-30k,65+,White~H,2.5
766,22900,California,06029,12540,Female,1 up to 5,0,1,47,lt_highschool,20-30k,45-54,White~H,3.320754717
767,38060,Arizona,04013,38060,Male,None,1,0,49,some_college,20-30k,45-54,Other,5.020833333
772,38060,Arizona,04013,38060,Male,6 up to 10,0,1,22,highschool,20-30k,18-24,Hispanic,2.904761905
801,31140,Kentucky,21111,31140,Female,1 up to 5,0,1,55,some_college,20-30k,55-64,White~H,1.479166667
819,38900,Oregon,41051,38900,Female,11 up to 20,0,1,36,lt_highschool,20-30k,35-44,White~H,5.5
831,35380,Louisiana,22051,35380,Female,1 up to 5,0,1,50,some_college,20-30k,45-54,White~H,2.357142857
850,49340,Massachusetts,25027,49340,Male,More than 20,0,1,57,some_college,20-30k,55-64,Hispanic,2.020833333
856,28420,Washington,53005,28420,Female,6 up to 10,0,1,40,highschool,20-30k,35-44,White~H,5.104166667
881,12420,Texas,48209,12420,Male,More than 20,0,1,20,highschool,20-30k,18-24,Hispanic,1.905660377
883,12420,Texas,48453,12420,Female,6 up to 10,0,1,65,college_degree,20-30k,65+,White~H,1.261904762
899,17140,Ohio,39017,17140,Male,6 up to 10,0,1,34,some_college,20-30k,25-34,White~H,1.622641509
900,17140,Ohio,39061,17140,Female,6 up to 10,0,1,50,some_college,20-30k,45-54,White~H,2.476190476
905,19780,Iowa,19153,19780,Female,None,1,0,40,college_degree,20-30k,35-44,White~H,2.018867925
920,35620,New York,36059,35620,Female,11 up to 20,0,1,70,trade_school_hs,20-30k,65+,Black~H,3.5
924,0,Michigan,26023,17740,Male,1 up to 5,0,1,21,some_college,20-30k,18-24,White~H,5.452380952
932,24020,New York,36113,24020,Male,1 up to 5,0,1,45,lt_highschool,20-30k,45-54,Black~H,3.476190476
945,46060,Arizona,04019,46060,Male,11 up to 20,0,1,27,lt_highschool,20-30k,25-34,Hispanic,3.169811321
947,46060,Arizona,04019,46060,Female,1 up to 5,0,1,79,some_college,20-30k,65+,White~H,1
978,21660,Oregon,41039,21660,Male,6 up to 10,0,1,81,some_college,20-30k,65+,White~H,2.047619048
981,0,Oregon,41059,25840,Male,6 up to 10,0,1,73,some_college,20-30k,65+,Other,3.357142857
983,35620,New Jersey,34027,35620,Male,1 up to 5,0,1,41,college_degree,20-30k,35-44,White~H,1.604166667
994,47300,California,06107,47300,Female,More than 20,0,1,23,some_college,20-30k,18-24,Other,5.041666667
1001,33100,Florida,12099,33100,Male,1 up to 5,0,1,85,highschool,20-30k,65+,White~H,2.339622642
1029,47900,Virginia,51059,47900,Male,11 up to 20,0,1,35,highschool,20-30k,35-44,Hispanic,4.716981132
1042,21140,Indiana,18039,21140,Male,1 up to 5,0,1,60,highschool,20-30k,55-64,White~H,2.377358491
1046,0,New Mexico,35035,10460,Female,1 up to 5,0,1,26,some_college,20-30k,25-34,White~H,4.625
1049,0,Oklahoma,40089,,Male,1 up to 5,0,1,62,lt_highschool,20-30k,55-64,White~H,2.875
1058,40380,New York,36055,40380,Female,1 up to 5,0,1,50,some_college,20-30k,45-54,White~H,2.642857143
1065,40380,New York,36055,40380,Female,1 up to 5,0,1,29,highschool,20-30k,25-34,Black~H,3.604166667
1066,40380,New York,36055,40380,Male,6 up to 10,0,1,30,highschool,20-30k,25-34,Black~H,2.261904762
1075,0,Mississippi,28067,29860,Female,6 up to 10,0,1,25,some_college,20-30k,25-34,White~H,3.25
1084,38060,Arizona,04013,38060,Female,1 up to 5,0,1,60,some_college,20-30k,55-64,Black~H,1.619047619
1124,0,Wisconsin,55043,38420,Male,1 up to 5,0,1,73,lt_highschool,20-30k,65+,White~H,3.541666667
1130,0,Wisconsin,55111,12660,Female,More than 20,0,1,39,highschool,20-30k,35-44,White~H,3.5
1149,39740,Pennsylvania,42011,39740,Female,1 up to 5,0,1,29,highschool,20-30k,25-34,Hispanic,3.018867925
1159,39740,Pennsylvania,42011,39740,Male,1 up to 5,0,1,68,lt_highschool,20-30k,65+,White~H,3.528301887
1190,34980,Tennessee,47037,34980,Male,1 up to 5,0,1,23,highschool,20-30k,18-24,White~H,2.380952381
1191,34980,Tennessee,47037,34980,Male,11 up to 20,0,1,30,lt_highschool,20-30k,25-34,White~H,4.679245283
1195,24340,Michigan,26081,24340,Female,1 up to 5,0,1,31,some_college,20-30k,25-34,White~H,2.150943396
1215,41180,Illinois,17163,41180,Female,1 up to 5,0,1,85,lt_highschool,20-30k,65+,White~H,3.023809524
1219,41740,California,06073,41740,Male,6 up to 10,0,1,48,lt_highschool,20-30k,45-54,Hispanic,5.523809524
1223,41740,California,06073,41740,Female,1 up to 5,0,1,27,college_degree,20-30k,25-34,Hispanic,2.169811321
1228,0,Oklahoma,40121,32540,Male,11 up to 20,0,1,21,some_college,20-30k,18-24,White~H,2.716981132
1241,38060,Arizona,04013,38060,Female,None,1,0,63,some_college,20-30k,55-64,White~H,1.566037736
1252,31100,California,06037,31080,Male,1 up to 5,0,1,69,college_degree,20-30k,65+,White~H,1.738095238
1264,35620,New York,36103,35620,Female,None,1,0,86,highschool,20-30k,65+,Black~H,2.1875
1271,35620,New York,36103,35620,Female,More than 20,0,1,51,highschool,20-30k,45-54,Black~H,4.716981132
1276,41180,Missouri,29071,41180,Female,1 up to 5,0,1,64,some_college,20-30k,55-64,White~H,1
1292,0,Iowa,19007,,Male,11 up to 20,0,1,27,some_college,20-30k,25-34,White~H,2.490566038
1294,35620,New York,36061,35620,Male,1 up to 5,0,1,27,highschool,20-30k,25-34,Hispanic,2.571428571
1334,0,North Dakota,38043,,Female,1 up to 5,0,1,76,highschool,20-30k,65+,White~H,1.905660377
1378,0,North Carolina,37159,16740,Male,More than 20,0,1,42,college_degree,20-30k,35-44,White~H,1.791666667
1381,0,North Carolina,37109,16740,Female,6 up to 10,0,1,37,some_college,20-30k,35-44,Black~H,3.023809524
1392,0,Georgia,13133,,Female,More than 20,0,1,27,some_college,20-30k,25-34,Black~H,1.333333333
1398,12060,Georgia,13227,12060,Male,More than 20,0,1,26,highschool,20-30k,25-34,White~H,4.283018868
1407,46700,California,06095,46700,Male,1 up to 5,0,1,36,lt_highschool,20-30k,35-44,Hispanic,3.895833333
1420,43580,Iowa,19193,43580,Female,1 up to 5,0,1,62,highschool,20-30k,55-64,White~H,2.666666667
1446,0,Wisconsin,55069,32980,Female,6 up to 10,0,1,46,highschool,20-30k,45-54,White~H,3.358490566
1447,0,Wisconsin,55107,,Male,1 up to 5,0,1,62,highschool,20-30k,55-64,White~H,3.404761905
1453,15380,New York,36029,15380,Male,More than 20,0,1,46,highschool,20-30k,45-54,Other,3.886792453
1461,15380,New York,36063,15380,Male,More than 20,0,1,86,highschool,20-30k,65+,White~H,1.943396226
1465,15380,New York,36029,15380,Male,1 up to 5,0,1,23,college_degree,20-30k,18-24,White~H,2.395833333
1478,29540,Pennsylvania,42071,29540,Male,6 up to 10,0,1,21,some_college,20-30k,18-24,Other,5.5
1485,35620,New York,36081,35620,Female,None,1,0,78,post_college_degree,20-30k,65+,Black~H,1.619047619
1502,0,Colorado,08015,,Female,None,1,0,44,college_degree,20-30k,35-44,Hispanic,2.583333333
1516,38300,Pennsylvania,42051,38300,Male,6 up to 10,0,1,19,highschool,20-30k,18-24,White~H,3.5625
1520,0,Pennsylvania,42059,,Male,6 up to 10,0,1,28,college_degree,20-30k,25-34,White~H,2.145833333
1522,38300,Pennsylvania,42051,38300,Female,More than 20,0,1,68,some_college,20-30k,65+,White~H,1.357142857
1552,18140,Ohio,39089,18140,Female,11 up to 20,0,1,38,highschool,20-30k,35-44,White~H,4.716981132
1555,18140,Ohio,39045,18140,Female,,0,1,34,college_degree,20-30k,25-34,White~H,2.603773585
1562,47260,Virginia,51650,47260,Male,More than 20,0,1,31,highschool,20-30k,25-34,Black~H,2.416666667
1566,47260,Virginia,51620,,Male,11 up to 20,0,1,41,some_college,20-30k,35-44,White~H,2.619047619
1580,41740,California,06073,41740,Female,6 up to 10,0,1,30,some_college,20-30k,25-34,Hispanic,1.509433962
1583,41740,California,06073,41740,Male,1 up to 5,0,1,18,,20-30k,18-24,Other,3.849056604
1599,26900,Indiana,18011,26900,Female,6 up to 10,0,1,77,highschool,20-30k,65+,White~H,2.380952381
1613,12060,Georgia,13217,12060,Female,1 up to 5,0,1,18,highschool,20-30k,18-24,Black~H,2.020833333
1616,12060,Georgia,13297,12060,Female,More than 20,0,1,40,highschool,20-30k,35-44,White~H,5.857142857
1618,12060,Georgia,13067,12060,Male,11 up to 20,0,1,29,some_college,20-30k,25-34,Black~H,3.958333333
1626,16980,Illinois,17031,16980,Male,1 up to 5,0,1,54,some_college,20-30k,45-54,Black~H,2.854166667
1650,14460,Massachusetts,25009,14460,Female,1 up to 5,0,1,74,post_college_degree,20-30k,65+,White~H,1.520833333
1691,12260,Georgia,13135,12060,Female,11 up to 20,0,1,26,college_degree,20-30k,25-34,Black~H,1.833333333
1725,22420,Michigan,26049,22420,Male,1 up to 5,0,1,39,some_college,20-30k,35-44,White~H,2.41509434
1735,0,Indiana,18079,35860,Female,1 up to 5,0,1,75,trade_school_hs,20-30k,65+,White~H,2.642857143
1748,45300,Florida,12057,45300,Female,None,1,0,78,some_college,20-30k,65+,White~H,1.41509434
1754,21500,Pennsylvania,42049,21500,Female,11 up to 20,0,1,70,college_degree,20-30k,65+,White~H,1.6875
1769,40420,Illinois,17201,40420,Female,1 up to 5,0,1,24,some_college,20-30k,18-24,White~H,1.811320755
1797,19100,Texas,48439,19100,Male,1 up to 5,0,1,21,some_college,20-30k,18-24,Hispanic,2.595238095
1801,19100,Texas,48251,19100,Male,11 up to 20,0,1,88,highschool,20-30k,65+,White~H,1.962264151
1805,31100,California,06037,31080,Male,1 up to 5,0,1,,some_college,20-30k,,White~H,4.056603774
1821,11700,North Carolina,37021,11700,Female,More than 20,0,1,51,highschool,20-30k,45-54,White~H,3.880952381
1826,0,North Carolina,37175,14820,Female,None,1,0,68,some_college,20-30k,65+,White~H,1.145833333
1829,41700,Texas,48391,,Female,None,1,0,46,highschool,20-30k,45-54,White~H,3.261904762
1840,26420,Texas,48201,26420,Male,None,1,0,39,lt_highschool,20-30k,35-44,Hispanic,4.142857143
1878,45220,Florida,12073,45220,Female,1 up to 5,0,1,26,college_degree,20-30k,25-34,White~H,1.625
1896,17140,Kentucky,21015,17140,Female,11 up to 20,0,1,55,highschool,20-30k,55-64,White~H,3.125
1912,29460,Florida,12105,29460,Female,11 up to 20,0,1,41,some_college,20-30k,35-44,White~H,2
1914,43900,South Carolina,45083,43900,Male,More than 20,0,1,42,trade_school_hs,20-30k,35-44,White~H,5.428571429
1917,11340,South Carolina,45007,24860,Male,None,1,0,66,highschool,20-30k,65+,White~H,2.104166667
1935,28940,Tennessee,47093,28940,Male,None,1,0,24,college_degree,20-30k,18-24,White~H,1.523809524
1936,28940,Tennessee,47093,28940,Female,More than 20,0,1,60,trade_school_hs,20-30k,55-64,White~H,4.095238095
1944,0,Arkansas,05005,34260,Female,1 up to 5,0,1,82,highschool,20-30k,65+,White~H,2.1875
1956,32820,Tennessee,47157,32820,Female,More than 20,0,1,20,highschool,20-30k,18-24,Black~H,3.291666667
1957,32820,Tennessee,47157,32820,Female,11 up to 20,0,1,26,college_degree,20-30k,25-34,Black~H,2.857142857
1964,43300,Washington,53061,42660,Female,More than 20,0,1,49,some_college,20-30k,45-54,Other,2.433962264
2000,31100,California,06037,31080,Male,6 up to 10,0,1,25,highschool,20-30k,25-34,Other,5.5
2014,0,North Carolina,37085,20380,Female,More than 20,0,1,24,some_college,20-30k,18-24,White~H,2.037735849
2030,28140,Kansas,20209,28140,Male,More than 20,0,1,33,lt_highschool,20-30k,25-34,Hispanic,3.339622642
2035,35620,New York,36047,35620,Female,11 up to 20,0,1,55,highschool,20-30k,55-64,Black~H,4.020833333
2040,21340,Texas,48141,21340,Male,More than 20,0,1,20,some_college,20-30k,18-24,Hispanic,2.708333333
2043,21340,Texas,48141,21340,Male,More than 20,0,1,24,some_college,20-30k,18-24,Hispanic,1.698113208
2044,40900,California,06067,40900,Male,1 up to 5,0,1,24,college_degree,20-30k,18-24,Hispanic,2.979166667
2048,40900,California,06067,40900,Male,None,1,0,78,college_degree,20-30k,65+,White~H,1
2065,0,Oklahoma,40041,,Female,6 up to 10,0,1,61,lt_highschool,20-30k,55-64,White~H,2.857142857
2072,0,Oklahoma,40021,45140,Male,1 up to 5,0,1,42,highschool,20-30k,35-44,White~H,3.357142857
2080,24140,North Carolina,37181,25780,Male,6 up to 10,0,1,70,highschool,20-30k,65+,White~H,2.476190476
2081,39580,North Carolina,37101,39580,Male,6 up to 10,0,1,83,lt_highschool,20-30k,65+,White~H,3.566037736
2116,49740,Arizona,04027,49740,Female,None,1,0,70,some_college,20-30k,65+,White~H,1.238095238
2122,39140,Arizona,04025,39140,Male,None,1,0,57,highschool,20-30k,55-64,White~H,3.1875
2144,19380,Ohio,39113,19380,Female,11 up to 20,0,1,51,college_degree,20-30k,45-54,White~H,2.1875
2155,19100,Texas,48121,19100,Female,None,1,0,22,highschool,20-30k,18-24,Hispanic,2.479166667
2192,33100,Florida,12011,33100,Female,None,1,0,64,highschool,20-30k,55-64,White~H,2.433962264
2197,15180,Texas,48061,15180,Male,6 up to 10,0,1,19,highschool,20-30k,18-24,Hispanic,2.125
2204,24300,Colorado,08029,,Female,6 up to 10,0,1,35,lt_highschool,20-30k,35-44,Hispanic,5.19047619
2210,24540,Colorado,08123,24540,Female,1 up to 5,0,1,42,highschool,20-30k,35-44,Hispanic,3
2234,35620,New Jersey,34037,35620,Female,1 up to 5,0,1,45,lt_highschool,20-30k,45-54,Hispanic,3.547619048
2246,16740,North Carolina,37119,16740,Female,11 up to 20,0,1,28,highschool,20-30k,25-34,White~H,5.714285714
2254,0,Michigan,26117,24340,Female,More than 20,0,1,37,some_college,20-30k,35-44,White~H,1.5
14,14860,Connecticut,09001,14860,Male,1 up to 5,0,1,79,some_college,30-40k,65+,White~H,1.875
43,38860,Maine,23031,38860,Male,1 up to 5,0,1,43,lt_highschool,30-40k,35-44,White~H,4.261904762
44,0,Maine,23027,,Male,1 up to 5,0,1,38,some_college,30-40k,35-44,White~H,3.738095238
54,0,Idaho,16017,41760,Female,1 up to 5,0,1,83,college_degree,30-40k,65+,White~H,1
55,14260,Idaho,16001,14260,Male,11 up to 20,0,1,35,college_degree,30-40k,35-44,White~H,1.41509434
58,26820,Idaho,16019,26820,Male,6 up to 10,0,1,79,post_college_degree,30-40k,65+,White~H,1.113207547
61,44700,California,06077,44700,Male,6 up to 10,0,1,52,highschool,30-40k,45-54,White~H,2.962264151
70,41700,Texas,48029,41700,Female,1 up to 5,0,1,50,lt_highschool,30-40k,45-54,Hispanic,3.404761905
80,35620,New York,36061,35620,Female,1 up to 5,0,1,48,college_degree,30-40k,45-54,Black~H,3.166666667
91,19100,Texas,48113,19100,Female,1 up to 5,0,1,27,some_college,30-40k,25-34,Hispanic,5.5
112,37980,Pennsylvania,42101,37980,Female,1 up to 5,0,1,61,college_degree,30-40k,55-64,Black~H,1.791666667
113,37980,Pennsylvania,42017,37980,Female,None,1,0,48,trade_school_hs,30-40k,45-54,White~H,4.523809524
137,16980,Indiana,18089,16980,Female,11 up to 20,0,1,50,trade_school_hs,30-40k,45-54,White~H,4.291666667
142,12940,Louisiana,22005,12940,Female,More than 20,0,1,27,some_college,30-40k,25-34,White~H,2.104166667
152,0,Georgia,13017,22340,Male,6 up to 10,0,1,38,highschool,30-40k,35-44,Black~H,1.458333333
168,47900,Maryland,24031,47900,Female,None,1,0,45,some_college,30-40k,45-54,Black~H,1.666666667
169,19820,Michigan,26125,19820,Male,11 up to 20,0,1,49,post_college_degree,30-40k,45-54,White~H,1.452830189
191,24780,North Carolina,37147,24780,Female,None,1,0,24,highschool,30-40k,18-24,Black~H,3.904761905
212,0,Alabama,01103,19460,Male,More than 20,0,1,32,post_college_degree,30-40k,25-34,White~H,1.895833333
219,22520,Alabama,01077,22520,Female,None,1,0,25,highschool,30-40k,25-34,Hispanic,2.083333333
221,0,Indiana,18151,11420,Male,11 up to 20,0,1,59,highschool,30-40k,55-64,White~H,3.30952381
230,33340,Wisconsin,55131,33340,Male,6 up to 10,0,1,31,highschool,30-40k,25-34,White~H,3.849056604
240,16980,Wisconsin,55059,16980,Female,More than 20,0,1,24,college_degree,30-40k,18-24,Black~H,1
258,12980,Michigan,26025,12980,Female,11 up to 20,0,1,47,some_college,30-40k,45-54,White~H,1.738095238
